Mat,No.,ID,Qn,Q,Pt,SOC,SOE,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,SOH,Pack_SOH_mean,Pack_SOH_median,Pack_SOH_std,Pack_SOH_min,Pack_SOH_max,Pack_SOH_skew
NMC,28,H3-600,2.1,1.5406,5,15,11.004285714285713,3.6129,3.6328,3.6579,3.638,3.6151,3.5971,3.5639,3.5859,3.6114,3.6498,3.6969,3.6573,3.6166,3.5776,3.5134,3.5562,3.6104,3.6951,3.7642,3.6892,3.621,0.7336190476190476,3.6267952380952373,3.6166,0.05598619897966356,3.5134,3.7642,0.40522775460569954
NMC,29,H4-100,2.1,1.8972,5,15,13.55142857142857,3.5742,3.5937,3.6042,3.5863,3.5754,3.5568,3.5438,3.5646,3.5729,3.6117,3.6331,3.598,3.5763,3.537,3.514,3.554,3.5723,3.6507,3.6886,3.6126,3.5791,0.9034285714285714,3.585680952380952,3.5763,0.03955049454871107,3.514,3.6886,0.792251863478761
NMC,30,H4-200,2.1,1.8208,5,15,13.005714285714284,3.5825,3.5996,3.6163,3.5965,3.5838,3.567,3.5481,3.5655,3.5813,3.6132,3.6483,3.6101,3.5853,3.5472,3.5131,3.554,3.5807,3.6523,3.7087,3.6365,3.5878,0.867047619047619,3.5941809523809525,3.5853,0.043094948880902664,3.5131,3.7087,0.7616109128054519
NMC,31,H4-300,2.1,1.757,5,15,12.549999999999995,3.5934,3.6132,3.6297,3.6098,3.5949,3.5745,3.5565,3.5766,3.5918,3.6309,3.6635,3.6263,3.5962,3.5556,3.519,3.5605,3.5912,3.6687,3.7267,3.6588,3.599,0.8366666666666666,3.6065142857142853,3.5962,0.046681016331205576,3.519,3.7267,0.6753263260561508
NMC,32,H4-400,2.1,1.6401,5,15,11.714999999999998,3.6061,3.6244,3.6458,3.6278,3.6077,3.589,3.5649,3.5844,3.6052,3.6439,3.6817,3.6424,3.6092,3.5763,3.5224,3.5605,3.6042,3.6746,3.7465,3.6786,3.6123,0.7809999999999999,3.61942380952381,3.6092,0.04963127949954446,3.5224,3.7465,0.5747605354414103
NMC,33,H4-500,2.1,1.4317,5,15,10.22642857142857,3.6284,3.6452,3.6697,3.6501,3.6306,3.6117,3.5856,3.6064,3.6272,3.67,3.7069,3.6656,3.6321,3.5894,3.541,3.5816,3.6263,3.7115,3.7738,3.6951,3.6362,0.6817619047619047,3.6421142857142845,3.6321,0.05211111480014883,3.541,3.7738,0.5568082593815593
NMC,34,H4-600,2.1,1.286,5,15,9.185714285714283,3.6374,3.6569,3.6827,3.661,3.6399,3.6194,3.5884,3.6086,3.6359,3.6721,3.7211,3.6796,3.6418,3.5974,3.5363,3.5828,3.6346,3.7158,3.7899,3.7118,3.6473,0.6123809523809524,3.6505095238095233,3.6418,0.05603550575092458,3.5363,3.7899,0.41884326926299625
NMC,35,I3-100,2.1,1.9383,5,15,13.845,3.568,3.5866,3.5993,3.5785,3.5692,3.5491,3.5363,3.5553,3.567,3.6083,3.6294,3.5925,3.5701,3.5292,3.5047,3.5422,3.5661,3.638,3.6873,3.6089,3.5726,0.923,3.578980952380952,3.5701,0.04088781748941385,3.5047,3.6873,0.7762555729725519
NMC,36,I3-200,2.1,1.8665,5,15,13.332142857142856,3.5748,3.5921,3.6117,3.5915,3.5763,3.5559,3.5373,3.5571,3.5742,3.6157,3.6461,3.6095,3.5776,3.536,3.4988,3.5422,3.5732,3.6408,3.7106,3.6312,3.5801,0.8888095238095238,3.587271428571429,3.5776,0.04640838440257475,3.4988,3.7106,0.6937685047321726
NMC,37,I3-300,2.1,1.8076,5,15,12.911428571428573,3.5838,3.6027,3.6232,3.6049,3.5853,3.5646,3.5438,3.5652,3.5828,3.6225,3.6594,3.6191,3.5866,3.5475,3.5029,3.5444,3.5819,3.6659,3.7267,3.6476,3.5894,0.8607619047619047,3.597628571428571,3.5866,0.04990234606566258,3.5029,3.7267,0.6692739015497027
NMC,38,I3-400,2.1,1.745,5,15,12.464285714285714,3.5931,3.6135,3.6362,3.6154,3.5949,3.5754,3.5481,3.5673,3.5918,3.6259,3.6743,3.639,3.5962,3.5556,3.5016,3.5435,3.5909,3.6724,3.7416,3.6659,3.5996,0.830952380952381,3.6067714285714283,3.5962,0.05365020170378811,3.5016,3.7416,0.5214812601972632
NMC,39,I3-500,2.1,1.6856,5,15,12.04,3.5984,3.6182,3.6411,3.621,3.6002,3.5794,3.5543,3.5729,3.5971,3.6346,3.679,3.6402,3.6015,3.5658,3.5094,3.5469,3.5962,3.6731,3.7462,3.67,3.6052,0.8026666666666666,3.611938095238096,3.6015,0.05274487156293466,3.5094,3.7462,0.5486580866069841
NMC,40,I3-600,2.1,1.6119,5,15,11.51357142857143,3.6089,3.6297,3.6551,3.6371,3.6114,3.5906,3.5584,3.5791,3.6073,3.6418,3.6945,3.6591,3.6129,3.5708,3.5053,3.5478,3.6064,3.6901,3.7617,3.6917,3.6176,0.7675714285714286,3.622728571428571,3.6129,0.05782349991877993,3.5053,3.7617,0.3442208749172505
NMC,41,I4-100,2.1,1.8945,5,15,13.532142857142857,3.5714,3.59,3.6024,3.5819,3.5726,3.5537,3.5407,3.5611,3.5704,3.6089,3.6318,3.5934,3.5739,3.5329,3.5097,3.5515,3.5701,3.6464,3.6892,3.6142,3.5763,0.9021428571428572,3.5829761904761908,3.5739,0.04034633694354299,3.5097,3.6892,0.8057564701170746
NMC,42,I4-200,2.1,1.8275,5,15,13.053571428571429,3.5766,3.5962,3.6126,3.5921,3.5785,3.5596,3.541,3.5611,3.576,3.6089,3.6461,3.6114,3.5797,3.5388,3.5041,3.5466,3.5754,3.6458,3.709,3.6346,3.5822,0.8702380952380951,3.58934761904762,3.5797,0.04511259933818507,3.5041,3.709,0.7230014290237802
NMC,43,I4-400,2.1,1.7245,5,15,12.317857142857145,3.5912,3.6104,3.6321,3.612,3.5928,3.576,3.5487,3.5677,3.5903,3.6306,3.6693,3.6349,3.594,3.5559,3.505,3.5438,3.5894,3.6681,3.7351,3.6607,3.5974,0.8211904761904761,3.6050190476190473,3.594,0.051498666187073404,3.505,3.7351,0.5411125114754943
NMC,44,I4-500,2.1,1.6775,5,15,11.982142857142858,3.5934,3.6114,3.6346,3.6151,3.5953,3.5763,3.5515,3.5723,3.5928,3.6253,3.6712,3.6343,3.5968,3.5627,3.5088,3.5481,3.5918,3.6579,3.7363,3.6678,3.6002,0.7988095238095237,3.6068523809523816,3.5968,0.050130136834519244,3.5088,3.7363,0.5972653775583379
NMC,45,I4-600,2.1,1.5797,5,15,11.28357142857143,3.6067,3.6269,3.6517,3.6315,3.6086,3.59,3.5587,3.5797,3.6058,3.639,3.6901,3.6511,3.6101,3.5726,3.5081,3.5491,3.6049,3.6811,3.7568,3.6852,3.6145,0.7522380952380953,3.620104761904762,3.6101,0.05525710340029122,3.5081,3.7568,0.41374160311816915
NMC,46,J1-100,2.1,1.9212,5,15,13.722857142857142,3.5735,3.5903,3.6046,3.5863,3.5748,3.5568,3.5432,3.5624,3.5732,3.6114,3.634,3.5971,3.576,3.5382,3.5122,3.55,3.5726,3.6492,3.6907,3.6179,3.5788,0.9148571428571428,3.5853904761904762,3.576,0.04027946008528302,3.5122,3.6907,0.7977178061692117
NMC,47,J1-200,2.1,1.8448,5,15,13.177142857142856,3.5804,3.5971,3.6157,3.5977,3.5816,3.5655,3.5453,3.5649,3.5797,3.6139,3.6492,3.6108,3.5828,3.5478,3.5088,3.5487,3.5791,3.6483,3.7109,3.6368,3.5856,0.8784761904761904,3.592885714285714,3.5828,0.04420231086396145,3.5088,3.7109,0.749818566204067
NMC,48,J1-300,2.1,1.7948,5,15,12.82,3.5881,3.6046,3.6253,3.6073,3.5894,3.5729,3.5506,3.5708,3.5875,3.6216,3.66,3.6247,3.5906,3.5543,3.5119,3.5515,3.5866,3.6582,3.7242,3.6545,3.5937,0.8546666666666666,3.601347619047618,3.5906,0.046948787194640317,3.5119,3.7242,0.6875250162786013
NMC,49,J1-400,2.1,1.7234,5,15,12.31,3.5968,3.612,3.6368,3.6173,3.5984,3.5788,3.5553,3.5723,3.5959,3.6352,3.6734,3.6346,3.5999,3.5605,3.5128,3.5549,3.5949,3.6635,3.7375,3.6697,3.603,0.8206666666666667,3.609690476190476,3.5999,0.04996169437440953,3.5128,3.7375,0.5868317751115206
NMC,50,J1-500,2.1,1.6197,5,15,11.569285714285712,3.6095,3.6269,3.6492,3.6306,3.6111,3.5918,3.5689,3.5878,3.6086,3.6405,3.6848,3.648,3.6126,3.5776,3.5267,3.5667,3.6077,3.6855,3.7493,3.6768,3.616,0.7712857142857142,3.622695238095239,3.6126,0.04940983177658548,3.5267,3.7493,0.6070799083007314
NMC,51,J1-600,2.1,1.469,5,15,10.492857142857142,3.6204,3.6408,3.6653,3.6476,3.6225,3.6021,3.5711,3.5915,3.6191,3.6563,3.7041,3.669,3.6244,3.5875,3.5187,3.5615,3.6182,3.6855,3.7704,3.6963,3.629,0.6995238095238095,3.633395238095238,3.6244,0.055397152238995793,3.5187,3.7704,0.3493132584323413
NMC,52,J2-100,2.1,1.9156,5,15,13.68285714285714,3.5757,3.5956,3.6092,3.5878,3.577,3.5571,3.5425,3.5642,3.5751,3.6157,3.6414,3.5987,3.5779,3.5379,3.5084,3.5518,3.5745,3.6585,3.7034,3.6194,3.5804,0.912190476190476,3.5881999999999996,3.5779,0.043613037041692,3.5084,3.7034,0.8367518619855863
NMC,53,J2-200,2.1,1.8418,5,15,13.155714285714286,3.5828,3.6005,3.6225,3.6008,3.5844,3.5655,3.5435,3.5652,3.5825,3.6219,3.6588,3.6166,3.5856,3.5453,3.5026,3.5456,3.5816,3.6638,3.727,3.6445,3.5881,0.8770476190476191,3.5966238095238094,3.5856,0.04961088494233803,3.5026,3.727,0.7186981322853359
NMC,54,J2-300,2.1,1.7876,5,15,12.768571428571429,3.5887,3.6092,3.6297,3.6092,3.5906,3.572,3.5481,3.5673,3.5884,3.6294,3.6672,3.6269,3.5918,3.5518,3.506,3.5466,3.5875,3.6625,3.7363,3.6563,3.5946,0.8512380952380952,3.602861904761905,3.5918,0.05089094689815151,3.506,3.7363,0.665650546024615
NMC,55,J2-400,2.1,1.7164,5,15,12.259999999999998,3.5965,3.6163,3.6396,3.6197,3.5987,3.5785,3.5515,3.572,3.5956,3.6303,3.6786,3.6377,3.5999,3.558,3.5053,3.5494,3.5946,3.6793,3.7465,3.6712,3.603,0.8173333333333332,3.6105809523809516,3.5999,0.053930878159433135,3.5053,3.7465,0.5546623790649458
NMC,56,J2-500,2.1,1.5775,5,15,11.26785714285714,3.6089,3.6253,3.6538,3.6328,3.6108,3.5897,3.5608,3.5816,3.6077,3.6476,3.6932,3.6526,3.6126,3.5695,3.5115,3.5537,3.6067,3.6811,3.7617,3.6898,3.6163,0.7511904761904761,3.6222714285714286,3.6126,0.05581795538047897,3.5115,3.7617,0.4706165656161722
NMC,57,J2-600,2.1,1.4437,5,15,10.312142857142856,3.6241,3.6449,3.6715,3.6514,3.6263,3.6064,3.5732,3.5949,3.6225,3.6594,3.7118,3.669,3.6287,3.5835,3.5193,3.5636,3.6216,3.7109,3.7819,3.7003,3.6334,0.6874761904761905,3.638028571428571,3.6287,0.05861534903809023,3.5193,3.7819,0.3956394282003967
NMC,58,J3-200,2.1,1.8194,5,15,12.995714285714284,3.5804,3.598,3.6151,3.5953,3.5816,3.5639,3.5456,3.5658,3.5794,3.6157,3.648,3.6086,3.5832,3.546,3.51,3.5506,3.5788,3.6538,3.7096,3.6383,3.5856,0.8663809523809523,3.5930142857142857,3.5832,0.044272974665299926,3.51,3.7096,0.7519447359684058
NMC,59,J3-300,2.1,1.7594,5,15,12.567142857142857,3.59,3.6089,3.6272,3.6073,3.5918,3.5723,3.5531,3.5735,3.5894,3.6281,3.6616,3.6225,3.5931,3.5565,3.5153,3.5559,3.5884,3.6675,3.7264,3.6511,3.5959,0.8378095238095238,3.6036095238095234,3.5931,0.04690013757721724,3.5153,3.7264,0.7222143701725788
NMC,60,J3-400,2.1,1.6817,5,15,12.012142857142855,3.5984,3.6139,3.6368,3.6194,3.5999,3.5832,3.559,3.5785,3.5977,3.6377,3.6724,3.6331,3.6015,3.5667,3.5187,3.5605,3.5968,3.674,3.736,3.6631,3.6042,0.8008095238095237,3.611976190476192,3.6015,0.04814892423265454,3.5187,3.736,0.633528407305547
NMC,61,J3-500,2.1,1.4958,5,15,10.684285714285714,3.621,3.6374,3.6597,3.6414,3.6228,3.6033,3.5822,3.6033,3.6204,3.6591,3.6954,3.6573,3.6244,3.5828,3.5416,3.5785,3.6194,3.6994,3.7602,3.6892,3.6278,0.7122857142857143,3.6345999999999994,3.6244,0.049266408434145086,3.5416,3.7602,0.6223034807471165
NMC,62,J3-600,2.1,1.301,5,15,9.292857142857144,3.6315,3.6535,3.6759,3.6548,3.634,3.612,3.5847,3.6061,3.6306,3.6706,3.7146,3.6724,3.6359,3.5925,3.5348,3.581,3.6294,3.7165,3.7834,3.7062,3.6405,0.6195238095238095,3.645757142857143,3.6359,0.05543699641420489,3.5348,3.7834,0.4674386135265305
NMC,63,J4-100,2.1,1.8809,5,15,13.435,3.5754,3.5934,3.6055,3.5866,3.5766,3.558,3.5456,3.5649,3.5745,3.6126,3.634,3.5968,3.5779,3.5401,3.5162,3.5537,3.5739,3.6507,3.6889,3.6182,3.5804,0.8956666666666666,3.5868523809523816,3.5779,0.03925526231026381,3.5162,3.6889,0.8036390217372111
NMC,64,J4-200,2.1,1.8001,5,15,12.857857142857142,3.5838,3.6005,3.6173,3.599,3.585,3.5683,3.5497,3.5686,3.5825,3.6157,3.6492,3.6132,3.5863,3.5509,3.515,3.5522,3.5819,3.6576,3.7093,3.6365,3.5887,0.8571904761904762,3.5957714285714286,3.5863,0.04315158331807929,3.515,3.7093,0.7532659779288661
NMC,65,J4-400,2.1,1.6412,5,15,11.722857142857142,3.6018,3.6197,3.6405,3.6219,3.6036,3.585,3.5624,3.5794,3.6008,3.6321,3.6759,3.6387,3.6049,3.568,3.5215,3.5553,3.6002,3.6746,3.7388,3.669,3.608,0.7815238095238095,3.6143857142857145,3.6049,0.048680019368466595,3.5215,3.7388,0.5998778687418942
NMC,66,J4-500,2.1,1.4674,5,15,10.481428571428571,3.6232,3.643,3.6631,3.6439,3.625,3.6061,3.5819,3.6027,3.6222,3.6604,3.6991,3.6607,3.6266,3.5884,3.5391,3.5791,3.6213,3.7013,3.7636,3.6907,3.6303,0.6987619047619047,3.636747619047619,3.6266,0.05009690228993821,3.5391,3.7636,0.5601923432757389
NMC,67,J4-600,2.1,1.3856,5,15,9.897142857142857,3.6287,3.6449,3.6728,3.6526,3.6309,3.6111,3.5807,3.6015,3.6275,3.6613,3.7109,3.6721,3.6331,3.5915,3.5292,3.5692,3.6266,3.7096,3.7775,3.7028,3.6383,0.6598095238095237,3.641561904761905,3.6331,0.055445842731357914,3.5292,3.7775,0.39130733765054326
NMC,1,D3-100,2.1,1.9155,5,20,18.242857142857144,3.6142,3.6334,3.6442,3.6253,3.6154,3.5968,3.585,3.6039,3.6135,3.6523,3.6731,3.6359,3.6166,3.5785,3.5553,3.594,3.6129,3.6948,3.7292,3.6511,3.6191,0.9121428571428573,3.6259285714285716,3.6166,0.03963861933590956,3.5553,3.7292,0.8618140678462552
NMC,2,D3-200,2.1,1.8499,5,20,17.61809523809524,3.6197,3.6352,3.6532,3.6334,3.621,3.6055,3.5863,3.6055,3.6188,3.6582,3.6848,3.6461,3.6219,3.5828,3.5522,3.5928,3.6182,3.6907,3.745,3.6712,3.6244,0.880904761904762,3.6317571428571425,3.6219,0.04271994348578391,3.5522,3.745,0.7653861835953129
NMC,3,D3-300,2.1,1.8004,5,20,17.14666666666667,3.6244,3.6436,3.6597,3.6405,3.6263,3.6064,3.5894,3.6098,3.6241,3.6631,3.6929,3.6569,3.6275,3.5934,3.5534,3.5925,3.6235,3.6886,3.7543,3.6852,3.63,0.8573333333333333,3.6374047619047616,3.6275,0.04420863576486478,3.5534,3.7543,0.7082340264435701
NMC,4,D3-400,2.1,1.7452,5,20,16.62095238095238,3.6315,3.648,3.6687,3.652,3.6331,3.6179,3.5931,3.6132,3.6306,3.6669,3.7031,3.6697,3.6343,3.6008,3.5534,3.5921,3.63,3.7059,3.7645,3.6976,3.6371,0.831047619047619,3.6449285714285717,3.6343,0.047093366229832685,3.5534,3.7645,0.5903558151876431
NMC,5,D3-500,2.1,1.6421,5,20,15.639047619047618,3.6411,3.6597,3.6808,3.6638,3.6427,3.6247,3.5993,3.6194,3.6399,3.6777,3.7162,3.6793,3.6442,3.6049,3.5549,3.5968,3.639,3.7047,3.7788,3.7065,3.648,0.7819523809523808,3.6534476190476193,3.6442,0.04909883521070149,3.5549,3.7788,0.4992476894987778
NMC,6,D3-600,2.1,1.5016,5,20,14.30095238095238,3.6588,3.6774,3.6994,3.6799,3.661,3.6452,3.6157,3.6352,3.6576,3.6966,3.7351,3.6997,3.6631,3.6259,3.5686,3.6098,3.6563,3.7282,3.798,3.7242,3.6678,0.715047619047619,3.671595238095238,3.6631,0.050361666733642556,3.5686,3.798,0.42719314255062
NMC,7,D4-100,2.1,1.9134,5,20,18.22285714285714,3.6148,3.6328,3.6436,3.6247,3.616,3.5962,3.5863,3.6064,3.6145,3.6514,3.6721,3.634,3.617,3.5782,3.5571,3.5984,3.6139,3.6935,3.727,3.6554,3.6194,0.9111428571428573,3.626319047619048,3.617,0.038782916587688676,3.5571,3.727,0.847413132562645
NMC,8,D4-200,2.1,1.8448,5,20,17.569523809523808,3.6204,3.6387,3.6532,3.6337,3.6216,3.6052,3.5875,3.6083,3.6197,3.6517,3.6845,3.6458,3.6228,3.5875,3.554,3.5925,3.6194,3.6979,3.7437,3.6743,3.6253,0.8784761904761904,3.632747619047619,3.6228,0.04242418672228879,3.554,3.7437,0.7867299054349672
NMC,9,D4-300,2.1,1.7955,5,20,17.1,3.6266,3.6439,3.6616,3.6442,3.6278,3.6089,3.5918,3.6117,3.6259,3.6635,3.6941,3.6597,3.629,3.5918,3.5559,3.5968,3.625,3.7,3.7546,3.6808,3.6318,0.855,3.6393047619047616,3.629,0.04418613443367135,3.5559,3.7546,0.7015507231328305
NMC,10,D4-400,2.1,1.7384,5,20,16.556190476190476,3.6334,3.6492,3.6703,3.6529,3.6349,3.6166,3.5953,3.612,3.6321,3.6703,3.7041,3.6675,3.6362,3.598,3.5556,3.5953,3.6312,3.6938,3.7642,3.6945,3.639,0.8278095238095238,3.6450666666666662,3.6362,0.0459039686011279,3.5556,3.7642,0.5956319017538938
NMC,11,D4-500,2.1,1.6765,5,20,15.966666666666669,3.6399,3.6548,3.6796,3.6619,3.6421,3.6253,3.5977,3.616,3.639,3.67,3.7143,3.678,3.6436,3.6108,3.5528,3.589,3.638,3.7127,3.7754,3.7072,3.647,0.7983333333333333,3.6521476190476188,3.6436,0.049435297299071826,3.5528,3.7754,0.46023953327185657
NMC,12,D4-600,2.1,1.6112,5,20,15.344761904761905,3.6492,3.6681,3.6889,3.6728,3.6514,3.6362,3.6061,3.6238,3.6476,3.6811,3.7236,3.6886,3.6529,3.6148,3.5596,3.5931,3.6464,3.7162,3.7844,3.7155,3.6576,0.7672380952380952,3.6608523809523814,3.6529,0.05001898258709006,3.5596,3.7844,0.3684849687799423
NMC,13,E3-200,2.1,1.8787,5,20,17.89238095238095,3.6185,3.6328,3.6504,3.6315,3.6197,3.6011,3.5863,3.6046,3.6176,3.6542,3.6805,3.6458,3.6207,3.59,3.554,3.5884,3.617,3.6901,3.7382,3.6712,3.6232,0.8946190476190476,3.630276190476191,3.6207,0.04124155555700954,3.554,3.7382,0.767493876275809
NMC,14,E3-300,2.1,1.8272,5,20,17.40190476190476,3.6244,3.6427,3.6585,3.6393,3.6259,3.607,3.5903,3.6089,3.6235,3.6597,3.6901,3.6548,3.6272,3.5887,3.5559,3.5934,3.6228,3.6954,3.7496,3.6833,3.6297,0.870095238095238,3.636719047619048,3.6272,0.043520036983527716,3.5559,3.7496,0.7007232402037232
NMC,15,E3-400,2.1,1.7676,5,20,16.834285714285716,3.6328,3.6492,3.669,3.6511,3.634,3.6157,3.5959,3.612,3.6318,3.6684,3.7019,3.67,3.6356,3.6021,3.5571,3.5962,3.6309,3.7059,3.762,3.6926,3.6383,0.8417142857142857,3.645357142857143,3.6356,0.04570810181388604,3.5571,3.762,0.6100578678604183
NMC,16,E3-500,2.1,1.6929,5,20,16.122857142857143,3.6402,3.6551,3.6786,3.6613,3.6424,3.6256,3.6008,3.6191,3.6396,3.6759,3.7131,3.6796,3.6439,3.6058,3.5584,3.5965,3.6387,3.7127,3.7735,3.7053,3.647,0.8061428571428572,3.6530047619047616,3.6439,0.04804445312614637,3.5584,3.7735,0.5116084635988055
NMC,17,E3-600,2.1,1.5726,5,20,14.977142857142857,3.6557,3.6721,3.6941,3.6777,3.6582,3.6421,3.6154,3.6334,3.6548,3.6929,3.7279,3.6929,3.6597,3.6232,3.5717,3.612,3.6535,3.7236,3.7884,3.7189,3.6641,0.7488571428571428,3.668204761904762,3.6597,0.047731001206663126,3.5717,3.7884,0.4644749040067891
NMC,18,E4-100,2.1,1.9052,5,20,18.144761904761904,3.6151,3.6337,3.6445,3.6247,3.6163,3.5965,3.5856,3.6036,3.6142,3.6545,3.6731,3.6343,3.6173,3.5825,3.5559,3.5949,3.6135,3.6836,3.7286,3.6535,3.6194,0.9072380952380952,3.625966666666667,3.6173,0.0384114609632768,3.5559,3.7286,0.8419327825004089
NMC,19,E4-200,2.1,1.8324,5,20,17.451428571428572,3.6213,3.6402,3.6551,3.6352,3.6228,3.6039,3.5875,3.608,3.6204,3.6548,3.6867,3.6489,3.6238,3.5841,3.5534,3.5909,3.6194,3.6842,3.7459,3.6712,3.6263,0.8725714285714286,3.632571428571428,3.6238,0.042270606133070085,3.5534,3.7459,0.7439425909959894
NMC,20,E4-300,2.1,1.7794,5,20,16.946666666666665,3.6278,3.6461,3.6635,3.6439,3.629,3.6098,3.5921,3.6092,3.6266,3.6647,3.6963,3.6625,3.6306,3.5937,3.5553,3.5962,3.6259,3.7047,3.7577,3.6836,3.6331,0.8473333333333334,3.640585714285714,3.6306,0.0452765533771541,3.5553,3.7577,0.6926281116599724
NMC,21,E4-400,2.1,1.7229,5,20,16.408571428571427,3.6356,3.6535,3.6728,3.6563,3.6374,3.6207,3.5977,3.6176,3.6352,3.6681,3.7065,3.6728,3.6387,3.6058,3.5577,3.5974,3.6343,3.7038,3.7676,3.6982,3.6418,0.8204285714285714,3.648547619047619,3.6387,0.04611097070164126,3.5577,3.7676,0.5947777528344258
NMC,22,E4-500,2.1,1.6562,5,20,15.77333333333333,3.6405,3.6566,3.6774,3.6591,3.6421,3.6238,3.6033,3.6213,3.6396,3.6759,3.7106,3.6743,3.6436,3.6108,3.5646,3.6024,3.6387,3.7134,3.771,3.7047,3.647,0.7886666666666666,3.653366666666667,3.6436,0.046070851233001246,3.5646,3.771,0.6204093916421551
NMC,23,E4-600,2.1,1.5474,5,20,14.737142857142857,3.6569,3.6762,3.6954,3.6774,3.6588,3.6408,3.6166,3.6352,3.6557,3.6898,3.7295,3.692,3.661,3.625,3.5717,3.612,3.6548,3.7323,3.7903,3.7224,3.6653,0.7368571428571429,3.6694809523809524,3.661,0.04850305783193071,3.5717,3.7903,0.47448044224741165
NMC,24,H3-100,2.1,1.8995,5,20,18.090476190476192,3.6135,3.6315,3.6436,3.6228,3.6148,3.5956,3.5838,3.6027,3.6126,3.6526,3.6721,3.6365,3.6157,3.5751,3.5537,3.5912,3.612,3.6836,3.7282,3.6514,3.6182,0.9045238095238096,3.624342857142857,3.6157,0.03920750656989773,3.5537,3.7282,0.8009313883037742
NMC,25,H3-200,2.1,1.8332,5,20,17.45904761904762,3.6194,3.6393,3.6535,3.6356,3.6207,3.6005,3.585,3.6058,3.6185,3.6591,3.6858,3.6507,3.6219,3.5816,3.55,3.5903,3.6179,3.6914,3.7462,3.6774,3.6241,0.8729523809523809,3.632128571428572,3.6219,0.044079770222372354,3.55,3.7462,0.6806364817965769
NMC,26,H3-400,2.1,1.7239,5,20,16.418095238095237,3.6343,3.6517,3.6731,3.6535,3.6362,3.6179,3.5946,3.6132,3.6334,3.6669,3.7081,3.6724,3.6374,3.5999,3.5531,3.5953,3.6325,3.6997,3.771,3.7007,3.6405,0.8209047619047619,3.646923809523809,3.6374,0.047858049529435516,3.5531,3.771,0.6055291454450592
NMC,27,H3-500,2.1,1.6369,5,20,15.589523809523808,3.6436,3.6631,3.6836,3.6647,3.6455,3.6253,3.6011,3.6213,3.6421,3.6817,3.7189,3.6833,3.6467,3.6064,3.5562,3.5977,3.6411,3.7152,3.7819,3.7075,3.6507,0.7794761904761904,3.65607619047619,3.6467,0.050015556627532404,3.5562,3.7819,0.4752965242022624
NMC,28,H3-600,2.1,1.5406,5,20,14.672380952380951,3.6563,3.6743,3.6966,3.6777,3.6588,3.6421,3.6132,3.6331,3.6548,3.6914,3.732,3.6972,3.661,3.6222,3.567,3.6089,3.6538,3.7295,3.7952,3.7196,3.665,0.7336190476190476,3.6690333333333336,3.661,0.05019406671443676,3.567,3.7952,0.45058469004251267
NMC,29,H4-100,2.1,1.8972,5,20,18.068571428571428,3.616,3.6325,3.6445,3.6259,3.6173,3.599,3.5872,3.6073,3.6145,3.6523,3.6721,3.6377,3.6182,3.5801,3.5587,3.5977,3.6142,3.6889,3.7264,3.6529,3.6207,0.9034285714285714,3.626861904761905,3.6182,0.03784184821319478,3.5587,3.7264,0.8325780507769885
NMC,30,H4-200,2.1,1.8208,5,20,17.34095238095238,3.6232,3.6393,3.6554,3.6359,3.6244,3.6067,3.5906,3.6083,3.6219,3.6557,3.6858,3.6473,3.6256,3.5856,3.5577,3.5949,3.6213,3.6923,3.7434,3.6718,3.6278,0.867047619047619,3.6340428571428567,3.6256,0.04136703483969537,3.5577,3.7434,0.7614808301825629
NMC,31,H4-300,2.1,1.757,5,20,16.733333333333334,3.6318,3.6507,3.6666,3.6473,3.6337,3.6135,3.5968,3.6166,3.6306,3.669,3.6988,3.6619,3.6346,3.5949,3.5615,3.6027,3.6297,3.7019,3.7593,3.6858,3.6374,0.8366666666666666,3.6440523809523806,3.6346,0.04388118753005232,3.5615,3.7593,0.7049947437900348
NMC,32,H4-400,2.1,1.6401,5,20,15.62,3.6455,3.6644,3.6827,3.6631,3.647,3.6287,3.607,3.6247,3.6442,3.6842,3.7165,3.6796,3.6486,3.6142,3.5673,3.6089,3.6433,3.7162,3.7782,3.7106,3.652,0.7809999999999999,3.6584238095238093,3.6486,0.04678826674244202,3.5673,3.7782,0.601036180697251
NMC,33,H4-500,2.1,1.4317,5,20,13.635238095238094,3.6728,3.6929,3.7106,3.6907,3.6752,3.6542,3.634,3.6551,3.6712,3.7065,3.7447,3.7069,3.6771,3.6352,3.5921,3.629,3.6693,3.7447,3.8076,3.732,3.6811,0.6817619047619047,3.6849,3.6771,0.04770187627337105,3.5921,3.8076,0.5724677078815076
NMC,34,H4-600,2.1,1.286,5,20,12.247619047619049,3.6889,3.7096,3.727,3.7084,3.692,3.6715,3.6498,3.6706,3.687,3.7295,3.7611,3.7211,3.6941,3.6538,3.6061,3.6498,3.6855,3.7689,3.824,3.7472,3.7,0.6123809523809524,3.7021857142857137,3.6941,0.048197886734941825,3.6061,3.824,0.5344741470438025
NMC,35,I3-100,2.1,1.9383,5,20,18.46,3.6101,3.6303,3.6405,3.6216,3.6114,3.5912,3.5804,3.5993,3.6092,3.6504,3.6693,3.6325,3.6123,3.572,3.5503,3.59,3.6086,3.6904,3.7258,3.6526,3.6151,0.923,3.6220619047619054,3.6123,0.04034422481831165,3.5503,3.7258,0.7994111173400266
